Time (UNIX),Acc_x (1/64g),Acc_y (1/64g),Acc_z (1/64g),Left_Speed,Right_Speed,Comments
,,,,,,
1639348825,19,36,-19,28,24,
,,,,,,
1639348826,57,33,-3,35,19,
,,,,,,
1639348826,54,30,-4,33,19,
,,,,,,
1639348826,55,44,0,39,22,
,,,,,,
1639348826,24,79,-15,62,50,
,,,,,,
1639348826,1,72,-15,56,56,
,,,,,,
1639348826,-4,116,-9,88,91,
,,,,,,
1639348826,-45,23,5,18,27,
,,,,,,
1639348826,-33,24,12,16,22,
,,,,,,
1639348827,-50,21,4,17,28,
,,,,,,
1639348827,-65,15,-1,15,31,
,,,,,,
1639348827,-52,19,2,17,28,
,,,,,,
1639348827,-57,16,-1,16,29,
,,,,,,
1639348827,-59,21,-1,17,31,
,,,,,,
1639348827,-59,17,-2,16,30,
,,,,,,
1639348827,-59,20,-3,17,31,
,,,,,,
1639348828,-62,16,-3,16,30,
,,,,,,
1639348828,-59,16,-2,16,29,
,,,,,,
1639348828,-60,14,-3,15,29,
,,,,,,
1639348828,-61,13,-3,15,29,
,,,,,,
1639348828,-61,16,-3,16,30,
,,,,,,
1639348828,-66,14,-6,15,31,
,,,,,,
1639348828,-63,14,-3,15,30,
,,,,,,
1639348828,-63,13,-3,15,30,
,,,,,,
1639348828,-52,10,-6,14,24,
,,,,,,
1639348829,-62,-9,-21,-14,-28,
,,,,,,
1639348829,-63,-3,-19,-13,-26,
,,,,,,
1639348829,-56,-8,-20,-14,-25,
,,,,,,
1639348829,-51,-30,-16,-19,-32,
,,,,,,
1639348829,-51,-35,-35,-20,-34,
,,,,,,
1639348829,-45,-23,-24,-18,-27,
,,,,,,
1639348829,-53,-14,-29,-15,-26,
,,,,,,
1639348829,-54,-24,-33,-17,-30,
,,,,,,
1639348830,-54,-22,-35,-17,-30,
,,,,,,
1639348830,-64,-2,-40,-13,-26,
,,,,,,
1639348830,-51,0,-27,12,20,
,,,,,,
1639348830,-52,16,-29,16,27,
,,,,,,
1639348830,-58,-1,-36,-13,-23,
,,,,,,
1639348830,-56,0,-31,12,22,
,,,,,,
1639348830,-57,-6,-34,-14,-25,
,,,,,,
1639348831,-51,-3,-27,-13,-21,
,,,,,,
1639348831,-52,-15,-29,-15,-26,
,,,,,,
1639348831,-57,-13,-36,-15,-27,
,,,,,,
1639348831,-54,-14,-34,-16,-27,
,,,,,,
1639348831,-55,-11,-33,-15,-26,
,,,,,,
1639348831,-54,-11,-33,-14,-25,
,,,,,,
1639348831,-52,-13,-33,-15,-25,
,,,,,,
1639348831,-51,-12,-31,-15,-25,
,,,,,,
1639348831,-54,-12,-32,-15,-26,
,,,,,,
1639348832,-54,-15,-33,-16,-27,
,,,,,,
1639348832,-53,-17,-32,-16,-27,
,,,,,,
1639348832,-54,-12,-32,-15,-26,
,,,,,,
1639348832,-53,-14,-32,-15,-26,
,,,,,,
1639348832,-54,-14,-33,-16,-27,
,,,,,,
1639348832,-55,-14,-34,-15,-27,
,,,,,,
1639348832,-54,-15,-33,-16,-27,
,,,,,,
1639348832,-53,-14,-33,-15,-26,
,,,,,,
1639348833,-51,-15,-31,-16,-26,
,,,,,,
1639348833,-52,-14,-32,-15,-26,
,,,,,,
1639348833,-53,-16,-33,-16,-27,
,,,,,,
1639348833,-55,-16,-35,-16,-28,
,,,,,,
1639348833,-53,-16,-33,-16,-27,
,,,,,,
1639348833,-52,-14,-32,-15,-26,
,,,,,,
1639348833,-53,-16,-33,-16,-27,
,,,,,,
1639348834,-55,-15,-35,-15,-27,
,,,,,,
1639348834,-53,-15,-34,-16,-27,
,,,,,,
1639348834,-53,-16,-33,-16,-27,
,,,,,,
1639348834,-53,-17,-33,-16,-27,
,,,,,,
1639348834,-52,-16,-34,-16,-27,
,,,,,,
1639348834,-53,-17,-34,-16,-27,
,,,,,,
1639348834,-53,-15,-32,-16,-27,
,,,,,,
1639348834,-55,-15,-34,-15,-27,
,,,,,,
1639348834,-54,-14,-33,-16,-27,
,,,,,,
1639348835,-52,-16,-32,-16,-27,
,,,,,,
1639348835,-55,-15,-34,-15,-27,
,,,,,,
1639348835,-50,-15,-32,-15,-25,
,,,,,,
1639348835,-55,-14,-34,-15,-27,
,,,,,,
1639348835,-52,-14,-32,-15,-26,
,,,,,,
1639348835,-57,-11,-34,-15,-27,
,,,,,,
1639348835,-51,-14,-34,-15,-25,
,,,,,,
1639348835,-52,-16,-34,-16,-27,
,,,,,,
1639348836,-53,-13,-32,-15,-26,
,,,,,,
1639348836,-53,-15,-34,-16,-27,
,,,,,,
1639348836,-51,-14,-32,-15,-25,
,,,,,,
1639348836,-53,-14,-32,-15,-26,
,,,,,,
1639348836,-55,-14,-33,-15,-27,
,,,,,,
1639348836,-54,-14,-33,-16,-27,
,,,,,,
1639348836,-52,-13,-32,-15,-25,
,,,,,,
1639348837,-54,-14,-34,-16,-27,
,,,,,,
1639348837,-54,-16,-33,-16,-27,
,,,,,,
1639348837,-53,-15,-33,-16,-27,
,,,,,,
1639348837,-53,-17,-33,-16,-27,
,,,,,,
1639348837,-52,-12,-31,-15,-25,
,,,,,,
1639348837,-52,-14,-32,-15,-26,
,,,,,,
1639348837,-54,-15,-33,-16,-27,
,,,,,,
1639348837,-54,-17,-35,-16,-28,
,,,,,,
1639348837,-56,-16,-36,-16,-28,
,,,,,,
1639348838,-54,-13,-33,-15,-26,
,,,,,,
1639348838,-50,-11,-28,-15,-24,
,,,,,,
1639348838,-51,-15,-31,-16,-26,
,,,,,,
1639348838,-59,-22,-43,-17,-32,
,,,,,,
1639348838,-10,24,5,18,19,
,,,,,,
1639348838,-1,58,4,45,45,
,,,,,,
1639348838,-10,65,13,47,51,
,,,,,,
1639348839,-9,60,18,44,47,
,,,,,,
1639348839,1,71,25,55,55,
,,,,,,
1639348839,-1,54,21,42,42,
,,,,,,
1639348839,5,60,32,47,45,
,,,,,,
1639348839,2,52,30,41,40,
,,,,,,
1639348839,9,66,52,52,48,
,,,,,,
1639348839,-2,38,42,30,30,
,,,,,,
1639348839,-4,43,49,33,34,
,,,,,,
1639348840,-2,38,48,30,30,
,,,,,,
1639348840,1,52,34,41,41,
,,,,,,
1639348840,16,42,43,33,29,
,,,,,,
1639348840,1,61,12,48,48,
,,,,,,
1639348840,-10,57,-18,42,45,
,,,,,,
1639348840,12,62,5,48,43,
,,,,,,
1639348840,-4,61,-23,46,48,
,,,,,,
1639348840,-9,63,-15,45,49,
,,,,,,
1639348841,-18,76,-16,51,59,
,,,,,,
1639348841,-6,12,2,9,9,
,,,,,,
1639348841,-7,72,-3,53,56,
,,,,,,
1639348841,-24,44,-19,28,34,
,,,,,,
1639348841,-33,41,-25,24,32,
,,,,,,
1639348841,35,37,-26,29,21,
,,,,,,
1639348841,23,31,-39,24,20,
,,,,,,
1639348841,55,14,-12,27,15,
,,,,,,
1639348842,55,31,-14,34,19,
,,,,,,
1639348842,54,22,-14,30,17,
,,,,,,
1639348842,59,29,-12,34,18,
,,,,,,
1639348842,55,28,-18,32,18,
,,,,,,
1639348842,57,27,-14,33,18,
,,,,,,
1639348842,58,21,-14,31,17,
,,,,,,
1639348842,60,25,-13,33,18,
,,,,,,
1639348842,55,24,-16,31,18,
,,,,,,
1639348843,52,26,-18,30,18,
,,,,,,
1639348843,58,19,-10,30,16,
,,,,,,
1639348843,56,20,-10,30,17,
,,,,,,
1639348843,59,27,-10,34,18,
,,,,,,
1639348843,58,27,-9,33,18,
,,,,,,
1639348843,58,23,-9,32,17,
,,,,,,
1639348843,54,18,-12,28,16,
,,,,,,
1639348843,56,29,-8,33,19,
,,,,,,
1639348844,52,29,-11,32,19,
,,,,,,
1639348844,49,30,-12,31,19,
,,,,,,
1639348844,21,45,-11,35,29,
,,,,,,
1639348844,8,63,-15,49,46,
,,,,,,
1639348844,-16,63,-24,43,49,
,,,,,,
1639348844,-10,27,-46,19,21,
,,,,,,
1639348844,-5,58,-19,43,45,
,,,,,,
1639348844,-8,53,-34,38,41,
,,,,,,
1639348845,-14,54,-35,37,42,
,,,,,,
1639348845,-10,53,-32,38,41,
,,,,,,
1639348845,-12,39,-22,27,30,
,,,,,,
1639348845,-21,27,-36,18,21,
,,,,,,
1639348845,-32,22,-24,16,21,
,,,,,,
1639348845,-37,33,-37,19,27,
,,,,,,
1639348845,-38,29,-36,18,26,
,,,,,,
1639348845,-42,34,-40,20,30,
,,,,,,
1639348846,-37,26,-32,18,25,
,,,,,,
1639348846,-42,27,-39,18,27,
,,,,,,
1639348846,-42,24,-39,17,26,
,,,,,,
1639348846,-44,13,-45,14,22,
,,,,,,
1639348846,-42,21,-41,17,25,
,,,,,,
1639348846,-42,15,-41,15,22,
,,,,,,
1639348846,-37,25,-41,17,24,
,,,,,,
1639348846,-37,35,-44,20,28,
,,,,,,
1639348847,-3,43,-32,33,34,
,,,,,,
1639348847,22,69,3,54,45,
,,,,,,
1639348847,-5,56,-25,42,44,
,,,,,,
1639348847,48,49,23,38,24,
,,,,,,
1639348847,46,63,26,49,31,
,,,,,,
1639348847,-16,54,-29,37,42,
,,,,,,
1639348847,-30,75,-28,45,59,
,,,,,,
1639348847,-7,74,-10,55,58,
,,,,,,
1639348848,0,42,32,33,33,
,,,,,,
1639348848,18,53,12,41,35,
,,,,,,
1639348848,8,36,-3,28,26,
,,,,,,
1639348848,-1,54,-11,42,42,
,,,,,,
1639348848,-3,47,-15,36,37,
,,,,,,
1639348848,-6,53,-10,39,41,
,,,,,,
1639348848,3,57,-25,45,44,
,,,,,,
1639348849,-4,53,-22,40,41,
,,,,,,
1639348849,-19,49,-35,32,38,
,,,,,,
1639348849,-5,62,-26,46,48,
,,,,,,
1639348849,-7,54,-24,40,42,
,,,,,,
1639348849,-12,49,-35,34,38,
,,,,,,
1639348849,-10,51,-30,37,40,
,,,,,,
1639348849,-10,54,-30,39,42,
,,,,,,
1639348849,-8,55,-31,40,43,
,,,,,,
1639348849,-7,50,-29,37,39,
,,,,,,
1639348850,-8,55,-28,40,43,
,,,,,,
1639348850,-10,51,-31,37,40,
,,,,,,
1639348850,-7,53,-27,39,41,
,,,,,,
1639348850,-7,57,-27,42,45,
,,,,,,
1639348850,-7,51,-28,38,40,
,,,,,,
1639348850,-6,56,-28,42,44,
,,,,,,
1639348850,-9,54,-31,39,42,
,,,,,,
1639348850,-7,53,-29,39,41,
,,,,,,
1639348851,-5,53,-27,39,41,
,,,,,,
1639348851,-9,52,-32,38,41,
,,,,,,
1639348851,-4,48,-25,37,38,
,,,,,,
1639348851,-5,55,-31,41,43,
,,,,,,
1639348851,-9,60,-36,44,47,
,,,,,,
1639348851,-2,53,-29,40,41,
,,,,,,
1639348851,-1,51,-27,40,40,
,,,,,,
1639348851,-4,55,-32,42,43,
,,,,,,
1639348852,-6,45,-30,33,35,
,,,,,,
1639348852,-6,56,-30,42,44,
,,,,,,
1639348852,-10,52,-33,38,41,
,,,,,,
1639348852,-6,52,-34,39,41,
,,,,,,
1639348852,3,55,-23,43,42,
,,,,,,
1639348852,-3,55,-31,42,43,
,,,,,,
1639348852,-7,53,-33,39,41,
,,,,,,
1639348852,-4,53,-30,40,41,
,,,,,,
1639348852,-4,54,-27,41,42,
,,,,,,
1639348853,-7,56,-30,42,44,
,,,,,,
1639348853,-6,60,-30,45,47,
,,,,,,
1639348853,3,78,-10,61,60,
,,,,,,
1639348853,9,92,-3,72,67,
,,,,,,
1639348853,10,80,3,62,57,
,,,,,,
1639348853,0,34,27,27,27,
,,,,,,
1639348853,-17,44,-48,29,34,
,,,,,,
1639348853,-36,82,-86,46,64,
,,,,,,
1639348854,-10,42,-42,30,33,
,,,,,,
1639348854,4,58,-32,45,44,
,,,,,,
1639348854,15,49,-12,38,34,
,,,,,,
1639348854,5,111,-15,87,84,
,,,,,,
1639348854,-11,43,19,31,34,
,,,,,,
1639348854,0,22,33,17,17,
,,,,,,
1639348854,-8,43,28,32,34,
,,,,,,
1639348855,1,58,22,45,45,
,,,,,,
1639348855,-2,65,15,50,51,
,,,,,,
1639348855,12,69,-2,54,49,
,,,,,,
1639348855,9,16,-24,12,11,
,,,,,,
1639348855,15,25,-23,20,18,
,,,,,,
1639348855,8,68,-44,53,50,
,,,,,,
1639348855,4,79,-11,62,60,
,,,,,,
1639348855,17,6,-33,9,8,
,,,,,,
1639348855,13,88,-66,69,62,
,,,,,,
1639348856,32,17,-20,19,14,
,,,,,,
1639348856,-11,65,-67,47,51,
,,,,,,
1639348856,8,27,-34,21,20,
,,,,,,
1639348856,16,60,-1,47,41,
,,,,,,
1639348856,13,61,-12,48,43,
,,,,,,
1639348856,10,59,-14,46,42,
,,,,,,
1639348856,6,51,-20,40,38,
,,,,,,
1639348856,12,63,-19,49,44,
,,,,,,
1639348857,-12,62,-27,43,48,
,,,,,,
1639348857,-26,73,-48,45,57,
,,,,,,
1639348857,-3,48,-29,37,38,
,,,,,,
1639348857,6,27,-30,21,20,
,,,,,,
1639348857,-28,63,-45,38,49,
,,,,,,
1639348857,-6,28,-20,21,22,
,,,,,,
1639348857,-12,49,-19,34,38,
,,,,,,
1639348858,-35,19,-16,15,21,
,,,,,,
1639348858,-53,25,-21,18,30,
,,,,,,
1639348858,-49,27,-13,18,30,
,,,,,,
1639348858,-70,25,-26,17,37,
,,,,,,
1639348858,-78,22,-32,15,39,
,,,,,,
1639348858,-55,26,-22,18,32,
,,,,,,
1639348858,-58,16,-16,16,29,
,,,,,,
1639348858,-58,26,-13,18,33,
,,,,,,
1639348858,-57,12,-16,15,27,
,,,,,,
1639348859,-61,8,-20,14,27,
,,,,,,
1639348859,-53,13,-11,15,26,
,,,,,,
1639348859,-65,14,-22,15,31,
,,,,,,
1639348859,-49,18,-17,16,26,
,,,,,,
1639348859,-51,22,-13,17,29,
,,,,,,
1639348859,-59,25,-16,18,33,
,,,,,,
1639348859,-57,21,-15,17,30,
,,,,,,
1639348859,-58,19,-16,16,30,
,,,,,,
1639348860,-51,23,-16,17,29,
,,,,,,
1639348860,-43,37,-6,21,31,
,,,,,,
1639348860,-49,28,-8,18,30,
,,,,,,
1639348860,-54,34,-23,20,34,
,,,,,,
1639348860,-50,52,-16,25,41,
,,,,,,
1639348860,-43,50,-18,26,39,
,,,,,,
1639348860,-25,50,1,31,39,
,,,,,,
1639348861,-41,42,-10,22,33,
,,,,,,
1639348861,-27,58,-5,36,45,
,,,,,,
1639348861,-25,51,-6,32,40,
,,,,,,
1639348861,-20,54,-6,35,42,
,,,,,,
1639348861,-18,53,-7,35,41,
,,,,,,
1639348861,-10,66,-3,48,52,
,,,,,,
1639348861,-2,65,-6,50,51,
,,,,,,
1639348861,-1,63,2,49,49,
,,,,,,
1639348861,-10,83,-15,60,65,
,,,,,,
1639348862,-17,49,-9,33,38,
,,,,,,
1639348862,-17,56,-10,38,44,
,,,,,,
1639348862,-22,55,-16,36,43,
,,,,,,
1639348862,-19,65,-13,43,51,
,,,,,,
1639348862,-19,62,-12,41,48,
,,,,,,
1639348862,-20,60,-10,40,47,
,,,,,,
1639348862,-25,52,-13,33,41,
,,,,,,
1639348862,-28,57,-14,35,45,
,,,,,,
1639348863,-20,54,-10,35,42,
,,,,,,
1639348863,-26,54,-17,33,42,
,,,,,,
1639348863,-21,52,-13,34,41,
,,,,,,
1639348863,-27,63,-12,39,49,
,,,,,,
1639348863,-25,62,-10,39,48,
,,,,,,
1639348863,-24,63,-14,40,49,
,,,,,,
1639348863,-23,58,-9,37,45,
,,,,,,
1639348863,-23,58,-10,37,45,
,,,,,,
1639348864,-19,56,-6,37,44,
,,,,,,
1639348864,-23,52,-3,34,41,
,,,,,,
1639348864,-29,56,-4,34,44,
,,,,,,
1639348864,-28,54,-10,33,42,
,,,,,,
1639348864,-29,49,-11,29,38,
,,,,,,
1639348864,-26,60,-8,37,47,
,,,,,,
1639348864,-9,56,4,41,44,
,,,,,,
1639348864,-25,55,-8,35,43,
,,,,,,
1639348865,-23,59,-6,38,46,
,,,,,,
1639348865,-18,57,-8,39,45,
,,,,,,
1639348865,-16,57,-3,40,45,
,,,,,,
1639348865,-20,61,-8,41,48,
,,,,,,
1639348865,-23,56,-7,36,44,
,,,,,,
1639348865,-19,57,-7,38,45,
,,,,,,
1639348865,-11,56,-4,40,44,
,,,,,,
1639348865,21,52,-5,41,34,
,,,,,,
1639348866,55,52,-9,42,24,
,,,,,,
1639348866,61,14,-10,29,15,
,,,,,,
1639348866,57,8,-16,25,14,
,,,,,,
1639348866,59,3,-9,24,13,
,,,,,,
1639348866,54,7,-15,24,14,
,,,,,,
1639348866,65,3,-21,27,13,
,,,,,,
1639348866,60,-12,-25,-28,-15,
,,,,,,
1639348866,58,-6,-23,-25,-14,
,,,,,,
1639348867,55,11,-24,26,15,
,,,,,,
1639348867,41,34,-19,29,20,
,,,,,,
1639348867,39,37,-21,30,21,
,,,,,,
1639348867,37,40,-22,31,22,
,,,,,,
1639348867,40,39,-26,31,21,
,,,,,,
1639348867,45,41,-21,34,22,
,,,,,,
1639348867,42,35,-25,30,20,
,,,,,,
1639348867,55,35,-31,35,20,
,,,,,,
1639348868,54,23,-26,30,17,
,,,,,,
1639348868,52,28,-26,31,18,
,,,,,,
1639348868,50,31,-26,32,20,
,,,,,,
1639348868,48,29,-26,30,19,
,,,,,,
1639348868,51,31,-26,32,19,
,,,,,,
1639348868,50,31,-26,32,20,
,,,,,,
1639348868,50,31,-25,32,20,
,,,,,,
1639348868,48,34,-27,32,20,
,,,,,,
1639348869,51,27,-21,30,18,
,,,,,,
1639348869,57,31,-24,34,19,
,,,,,,
1639348869,51,29,-26,31,19,
,,,,,,
1639348869,50,35,-28,33,20,
,,,,,,
1639348869,53,32,-20,33,19,
,,,,,,
1639348869,47,32,-21,31,20,
,,,,,,
1639348869,43,31,-24,29,19,
,,,,,,
1639348869,55,37,-14,36,21,
,,,,,,
1639348870,50,30,-20,31,19,
,,,,,,
1639348870,47,26,-23,29,18,
,,,,,,
1639348870,74,4,-2,30,13,
,,,,,,
1639348870,60,23,-17,32,17,
,,,,,,
1639348870,53,30,-19,32,19,
,,,,,,
1639348870,53,30,-18,32,19,
,,,,,,
1639348870,59,22,-19,32,17,
,,,,,,
1639348870,52,25,-21,30,18,
,,,,,,
1639348870,53,28,-17,32,19,
,,,,,,
1639348871,54,30,-20,33,19,
,,,,,,
1639348871,52,30,-22,32,19,
,,,,,,
1639348871,53,31,-13,33,19,
,,,,,,
1639348871,60,25,-10,33,18,
,,,,,,
1639348871,57,29,-16,34,19,
,,,,,,
1639348871,50,27,-23,30,18,
,,,,,,
1639348871,56,22,-22,30,17,
,,,,,,
1639348871,54,22,-25,30,17,
,,,,,,
1639348872,55,20,-23,29,17,
,,,,,,
1639348872,54,29,-20,32,18,
,,,,,,
1639348872,57,35,-12,36,20,
,,,,,,
1639348872,50,36,-17,34,21,
,,,,,,
1639348872,52,36,-16,34,20,
,,,,,,
1639348872,50,32,-16,32,20,
,,,,,,
1639348872,51,28,-15,31,19,
,,,,,,
1639348873,50,37,-14,34,21,
,,,,,,
1639348873,52,34,-11,34,20,
,,,,,,
1639348873,51,35,-13,34,20,
,,,,,,
1639348873,49,38,-11,34,21,
,,,,,,
1639348873,57,34,-11,36,20,
,,,,,,
1639348873,38,19,-16,22,16,
,,,,,,
1639348873,42,23,-12,25,17,
,,,,,,
1639348873,72,37,3,43,19,
,,,,,,
1639348873,28,51,-3,40,31,
,,,,,,
1639348874,17,36,0,28,24,
,,,,,,
1639348874,30,52,0,41,31,
,,,,,,
1639348874,10,47,10,37,34,
,,,,,,
1639348874,11,58,10,45,41,
,,,,,,
1639348874,-1,71,4,55,55,
,,,,,,
1639348874,-7,47,17,35,37,
,,,,,,
1639348874,-21,46,1,30,36,
,,,,,,
1639348874,-47,56,-6,28,44,
,,,,,,
1639348875,88,96,23,75,23,
,,,,,,
1639348875,13,54,-20,42,38,
,,,,,,
1639348875,-61,12,7,15,29,
,,,,,,
1639348875,-29,29,2,18,23,
,,,,,,
1639348875,-27,62,2,38,48,
,,,,,,
1639348875,9,67,0,52,48,
,,,,,,
1639348875,-18,18,5,12,14,
,,,,,,
1639348875,-30,38,1,23,30,
,,,,,,
1639348876,6,35,3,27,26,
,,,,,,
1639348876,27,75,-14,59,47,
,,,,,,
1639348876,13,52,-10,41,37,
,,,,,,
1639348876,20,44,-23,34,29,
,,,,,,
1639348876,30,59,-21,46,35,
,,,,,,
1639348876,28,53,-12,41,32,
,,,,,,
1639348876,40,54,-12,42,29,
,,,,,,
1639348876,25,48,-16,38,31,
,,,,,,
1639348877,29,55,-15,43,33,
,,,,,,
1639348877,30,52,-16,41,31,
,,,,,,
1639348877,33,49,-14,38,28,
,,,,,,
1639348877,37,48,-15,38,27,
,,,,,,
1639348877,39,43,-15,34,24,
,,,,,,
1639348877,45,43,-4,34,22,
,,,,,,
1639348877,43,44,-14,34,23,
,,,,,,
1639348877,36,40,-12,31,22,
,,,,,,
1639348878,36,37,-6,29,21,
,,,,,,
1639348878,33,38,-7,30,22,
,,,,,,
1639348878,35,63,-10,49,36,
,,,,,,
1639348878,35,42,-8,33,24,
,,,,,,
1639348878,34,44,-8,34,25,
,,,,,,
1639348878,20,55,-18,43,36,
,,,,,,
1639348878,46,61,-3,48,31,
,,,,,,
1639348879,28,47,-11,37,29,
,,,,,,
1639348879,31,49,-13,38,29,
,,,,,,
1639348879,29,52,-10,41,32,
,,,,,,
1639348879,31,49,-12,38,29,
,,,,,,
1639348879,33,51,-14,40,30,
,,,,,,
1639348879,36,45,-6,35,25,
,,,,,,
1639348879,29,57,-13,45,35,
,,,,,,
1639348879,30,47,-9,37,28,
,,,,,,
1639348879,38,40,-16,31,22,
,,,,,,
1639348880,19,57,-10,45,38,
,,,,,,
1639348880,29,41,-18,32,25,
,,,,,,
1639348880,41,53,3,41,28,
,,,,,,
1639348880,41,71,-27,55,37,
,,,,,,
1639348880,57,44,-5,39,22,
,,,,,,
1639348880,26,61,-29,48,38,
,,,,,,
1639348880,48,70,-17,55,34,
,,,,,,
1639348880,25,75,-46,59,48,
,,,,,,
1639348881,30,40,-14,31,24,
,,,,,,
1639348881,37,53,-27,41,29,
,,,,,,
1639348881,33,45,-29,35,26,
,,,,,,
1639348881,21,52,-29,41,34,
,,,,,,
1639348881,28,49,-26,38,30,
,,,,,,
1639348881,27,51,-26,40,32,
,,,,,,
1639348881,26,44,-25,34,27,
,,,,,,
1639348882,29,65,-21,51,39,
,,,,,,
1639348882,28,72,-26,56,44,
,,,,,,
1639348882,21,50,-19,39,32,
,,,,,,
1639348882,21,49,-20,38,32,
,,,,,,
1639348882,18,47,-24,37,32,
,,,,,,
1639348882,27,61,-23,48,38,
,,,,,,
1639348882,20,43,-31,34,29,
,,,,,,
1639348882,24,57,-23,45,36,
,,,,,,
1639348882,28,60,-12,47,37,
,,,,,,
1639348883,24,59,-16,46,37,
,,,,,,
1639348883,30,51,-5,40,31,
,,,,,,
1639348883,28,58,4,45,35,
,,,,,,
1639348883,17,45,20,35,30,
,,,,,,
1639348883,4,38,11,30,29,
,,,,,,
1639348883,8,43,31,34,32,
,,,,,,
1639348883,27,44,35,34,27,
,,,,,,
1639348883,30,39,14,30,23,
,,,,,,
1639348884,30,31,33,24,18,
,,,,,,
1639348884,23,54,29,42,35,
,,,,,,
1639348884,32,45,32,35,26,
,,,,,,
1639348884,20,44,22,34,29,
,,,,,,
1639348884,32,37,36,29,22,
,,,,,,
1639348884,35,39,41,30,22,
,,,,,,
1639348884,33,42,32,33,25,
,,,,,,
1639348885,11,44,41,34,31,
,,,,,,
1639348885,19,53,51,41,35,
,,,,,,
1639348885,33,43,45,34,25,
,,,,,,
1639348885,15,46,38,36,32,
,,,,,,
1639348885,18,48,23,38,33,
,,,,,,
1639348885,24,49,7,38,31,
,,,,,,
1639348885,28,53,19,41,32,
,,,,,,
1639348885,15,62,0,48,42,
,,,,,,
1639348885,17,60,10,47,41,
,,,,,,
1639348886,28,39,-7,30,24,
,,,,,,
1639348886,42,40,-3,32,22,
,,,,,,
1639348886,45,22,-6,26,17,
,,,,,,
1639348886,68,8,3,30,14,
,,,,,,
1639348886,62,11,0,29,15,
,,,,,,
1639348886,74,17,-8,36,15,
,,,,,,
1639348886,70,22,-4,36,16,
,,,,,,
1639348886,71,11,-4,32,14,
,,,,,,
1639348887,51,-5,-17,-22,-13,
,,,,,,
1639348887,68,-13,-20,-32,-15,
,,,,,,
1639348887,65,-7,-15,-28,-14,
,,,,,,
1639348887,60,-5,-17,-25,-13,
,,,,,,
1639348887,52,-19,-20,-28,-17,
,,,,,,
1639348887,68,6,-9,29,14,
,,,,,,
1639348887,40,37,-20,30,21,
,,,,,,
1639348887,50,36,-18,34,21,
,,,,,,
1639348888,48,31,-26,31,19,
,,,,,,
1639348888,46,29,-26,29,19,
,,,,,,
1639348888,48,33,-24,32,20,
,,,,,,
1639348888,51,23,-27,29,17,
,,,,,,
1639348888,51,13,-29,25,15,
,,,,,,
1639348888,45,12,-31,22,14,
,,,,,,
1639348888,54,28,-27,32,18,
,,,,,,
1639348888,53,18,-28,28,16,
,,,,,,
1639348889,53,23,-28,30,18,
,,,,,,
1639348889,47,24,-31,28,18,
,,,,,,
1639348889,50,23,-29,29,18,
,,,,,,
1639348889,47,33,-29,31,20,
,,,,,,
1639348889,46,29,-29,29,19,
,,,,,,
1639348889,50,26,-34,30,18,
,,,,,,
1639348889,50,28,-32,30,18,
,,,,,,
1639348889,47,22,-32,27,17,
,,,,,,
1639348890,46,23,-35,27,17,
,,,,,,
1639348890,53,18,-33,28,16,
,,,,,,
1639348890,51,20,-33,28,17,
,,,,,,
1639348890,51,17,-33,27,16,
,,,,,,
1639348890,56,15,-28,28,16,
,,,,,,
1639348890,54,16,-34,27,16,
,,,,,,
1639348890,51,14,-32,25,15,
,,,,,,
1639348890,58,13,-31,28,15,
,,,,,,
1639348891,55,14,-32,27,15,
,,,,,,
1639348891,54,10,-32,25,14,
,,,,,,
1639348891,54,10,-35,25,14,
,,,,,,
1639348891,50,3,-34,21,13,
,,,,,,
1639348891,58,9,-30,26,14,
,,,,,,
1639348891,57,2,-32,23,13,
,,,,,,
1639348891,54,-10,-38,-25,-14,
,,,,,,
1639348891,54,-9,-35,-25,-14,
,,,,,,
1639348891,52,5,-34,22,13,
,,,,,,
1639348892,50,7,-36,22,13,
,,,,,,
1639348892,56,11,-34,26,15,
,,,,,,
1639348892,50,12,-40,24,15,
,,,,,,
1639348892,49,20,-41,27,17,
,,,,,,
1639348892,47,18,-40,25,16,
,,,,,,
1639348892,42,20,-43,24,16,
,,,,,,
1639348892,42,25,-43,26,17,
,,,,,,
1639348892,40,25,-44,25,17,
,,,,,,
1639348893,37,28,-43,25,18,
,,,,,,
1639348893,35,31,-42,26,19,
,,,,,,
1639348893,35,32,-42,26,19,
,,,,,,
1639348893,35,33,-43,27,20,
,,,,,,
1639348893,36,33,-42,27,19,
,,,,,,
1639348893,35,30,-41,25,18,
,,,,,,
1639348893,35,33,-41,27,20,
,,,,,,
1639348894,35,32,-41,26,19,
,,,,,,
1639348894,35,32,-45,26,19,
,,,,,,
1639348894,37,27,-44,25,18,
,,,,,,
1639348894,36,29,-44,25,18,
,,,,,,
1639348894,37,31,-39,27,19,
,,,,,,
1639348894,34,30,-43,25,18,
,,,,,,
1639348894,35,34,-44,27,20,
,,,,,,
1639348894,19,48,-41,38,32,
,,,,,,
1639348895,23,43,-38,34,28,
,,,,,,
1639348895,33,52,-32,41,31,
,,,,,,
1639348895,17,47,-30,37,32,
,,,,,,
1639348895,18,51,-30,40,34,
,,,,,,
1639348895,20,51,-29,40,34,
,,,,,,
1639348895,21,50,-28,39,32,
,,,,,,
1639348895,22,53,-29,41,34,
,,,,,,
1639348895,19,52,-32,41,35,
,,,,,,
1639348896,24,48,-33,38,31,
