Time,Acc_x,Acc_y,Acc_z,Left_Speed,Right_Speed
1639076345.08026,3,59,11,None,None
1639076348.04914,10,56,13,44,41
1639076351.23679,-39,11,49,14,20
1639076354.23693,4,-17,62,-13,-13
1639076357.23707,28,22,50,20,16
1639076360.23721,-8,52,32,38,41
1639076363.23735,-40,32,35,19,28
1639076366.23749,-18,-22,57,-15,-17
1639076369.23763,5,-38,52,-30,-29
