Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
12/14/2021 21:25:22.497	EXCEL (0x4AA8)	0x37FC	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.GracefulExit.GracefulAppExitDesktop","Flags":33777014402039809,"InternalSequenceNumber":36,"Time":"2021-12-14T21:25:22.497Z","Data.PreviousAppMajor":16,"Data.PreviousAppMinor":0,"Data.PreviousAppBuild":14701,"Data.PreviousAppRevision":20226,"Data.PreviousSessionId":"68534D29-E2CB-4B85-8531-D498B4EE9526","Data.PreviousSessionInitTime":"2021-12-14T20:54:11.088Z","Data.PreviousSessionUninitTime":"2021-12-14T20:54:20.504Z","Data.SessionFlags":6,"Data.InstallMethod":0,"Data.OfficeUILang":1033,"Data.PreviousBuild":"Unknown","Data.EcsETag":"\"XlatYPrJCFg77WoBmMsYRY3D2HyXz9tXK46mxWiBZwQ=\"","Data.ProcessorArchitecture":"x64"}	
