Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
12/09/2021 18:54:04.180	EXCEL (0x40A8)	0x8784	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.GracefulExit.GracefulAppExitDesktop","Flags":33777014402039809,"InternalSequenceNumber":36,"Time":"2021-12-09T18:54:04.180Z","Data.PreviousAppMajor":16,"Data.PreviousAppMinor":0,"Data.PreviousAppBuild":14527,"Data.PreviousAppRevision":20276,"Data.PreviousSessionId":"17471B87-E300-417D-86F6-C13E16A0C47D","Data.PreviousSessionInitTime":"2021-12-09T18:52:52.089Z","Data.PreviousSessionUninitTime":"2021-12-09T18:53:08.330Z","Data.SessionFlags":6,"Data.InstallMethod":0,"Data.OfficeUILang":1033,"Data.PreviousBuild":"Unknown","Data.EcsETag":"\"b7ZYtetaHLxDvPmmBnSSOpvpa/wEg5GlK4mWmmaWCCc=\"","Data.ProcessorArchitecture":"x64"}	
