Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
12/14/2021 21:25:29.728	EXCEL (0x4A0)	0x44D8	Microsoft Excel	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.GracefulExit.GracefulAppExitDesktop","Flags":33777014402039809,"InternalSequenceNumber":36,"Time":"2021-12-14T21:25:29.728Z","Data.PreviousAppMajor":16,"Data.PreviousAppMinor":0,"Data.PreviousAppBuild":14701,"Data.PreviousAppRevision":20226,"Data.PreviousSessionId":"6534D3CA-4CEA-459C-A24F-8F62CEE8F1D3","Data.PreviousSessionInitTime":"2021-12-14T21:25:22.344Z","Data.PreviousSessionUninitTime":"2021-12-14T21:25:28.960Z","Data.SessionFlags":6,"Data.InstallMethod":0,"Data.OfficeUILang":1033,"Data.PreviousBuild":"Unknown","Data.EcsETag":"\"XlatYPrJCFg77WoBmMsYRY3D2HyXz9tXK46mxWiBZwQ=\"","Data.ProcessorArchitecture":"x64"}	
